,id,title,authors,venue,year
303,375680,locally adaptive dimensionality reduction for indexing large time series databases,"eamonn keogh, kaushik chakrabarti, michael pazzani, sharad mehrotra",international conference on management of data,2001
304,375692,query optimization in compressed database systems,"zhiyuan chen, johannes gehrke, flip korn",international conference on management of data,2001
305,375693,spartan: a model-based semantic compression system for massive data tables,"shivnath babu, minos garofalakis, rajeev rastogi",international conference on management of data,2001
306,375694,"a robust, optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri, gautam das, vivek narasayya",international conference on management of data,2001
307,375703,materialized view selection and maintenance using multi-query optimization,"hoshi mistry, prasan roy, s. sudarshan, krithi ramamritham",international conference on management of data,2001
308,375687,global optimization of histograms,"h. v. jagadish, hui jin, beng chin ooi, kian-lee tan",international conference on management of data,2001
309,375688,improving index performance through prefetching,"shimin chen, phillip b. gibbons, todd c. mowry",international conference on management of data,2001
310,375689,efficient and tumble similar set retrieval,"aristides gionis, dimitrios gunopulos, nick koudas",international conference on management of data,2001
311,375690,prefer: a system for the efficient execution of multi-parametric ranked queries,"vagelis hristidis, nick koudas, yannis papakonstantinou",international conference on management of data,2001
312,375712,proxy-server architectures for olap,"panos kalnis, dimitris papadias",international conference on management of data,2001
313,375714,epsilon grid order: an algorithm for the similarity join on massive high-dimensional data,"christian b&#246;hm, bernhard braunm&#252;ller, florian krebs, hans-peter kriegel",international conference on management of data,2001
314,375716,modeling high-dimensional index structures using sampling,"christian a. lang, ambuj k. singh",international conference on management of data,2001
315,375718,progressive approximate aggregate queries with a multi-resolution tree structure,"iosif lazaridis, sharad mehrotra",international conference on management of data,2001
316,375705,generating efficient plans for queries using views,"foto n. afrati, chen li, jeffrey d. ullman",international conference on management of data,2001
317,375706,"optimizing queries using materialized views: a practical, scalable solution","jonathan goldstein, per-&#197;ke larson",international conference on management of data,2001
318,375709,dynamic buffer allocation in video-on-demand systems,"sang-ho lee, kyu-young whang, yang-sae moon, il-yeol song",international conference on management of data,2001
319,375710,adaptive precision setting for cached approximate values,"chris olston, boon thau loo, jennifer widom",international conference on management of data,2001
320,381897,"database research at the indian institute of technology, bombay","d. b. phatak, n. l. sarda, s. seshadri, s. sudarshan",acm sigmod record ,1996
321,381895,object query standards,andrew e. wade,acm sigmod record ,1996
322,381893,lifestreams: a storage model for personal data,"eric freeman, david gelernter",acm sigmod record ,1996
323,381892,database research at arizona state university,"susan d. urban, suzanne w. dietrich, forouzan golshani",acm sigmod record ,1996
324,383735,applying an update method to a set of receivers,"marc andries, luca cabibbo, jan paredaens, jan van den bussche",acm transactions on database systems (tods) ,2001
325,381901,"shutdown, budget, and funding",xiaolei qian,acm sigmod record ,1996
326,381900,mqseries and cics link for lotus notes,lotus development corp.,acm sigmod record ,1996
327,381899,an illustra technical white paper,john gaffney,acm sigmod record ,1996
328,383893,data mining with optimized two-dimensional association rules,"takeshi fukuda, yasuhiko morimoto, shimichi morishita, takeshi tokuyama",acm transactions on database systems (tods) ,2001
329,383892,querying atsql databases with temporal logic,"jan chomicki, david toman, michael h. b&#246;hlen",acm transactions on database systems (tods) ,2001
330,383737,i/o reference behavior of production database workloads and the tpc benchmarks-an analysis at the logical level,"windsor w. hsu, alan jay smith, honesty c. young",acm transactions on database systems (tods) ,2001
331,383736,"probabilistic temporal databases, i: algebra","alex dekhtyar, robert ross, v. s. subrahmanian",acm transactions on database systems (tods) ,2001
332,502032,answering queries with useful bindings,"chen li, edward chang",acm transactions on database systems (tods) ,2001
333,502031,probabilistic object bases,"thomas eiter, james j. lu, thomas lukasiewicz, v. s. subrahmanian",acm transactions on database systems (tods) ,2001
334,390004,reminiscences in influential papers,richard snodgrass,acm sigmod record ,1998
335,383894,flexible support for multiple access control policies,"sushil jajodia, pierangela samarati, maria luisa sapino, v. s. subrahmanian",acm transactions on database systems (tods) ,2001
336,503101,multiway spatial joins,"nikos mamoulis, dimitris papadias",acm transactions on database systems (tods) ,2001
337,503102,schemasql: an extension to sql for multidatabase interoperability,"laks v. s. lakshmanan, fereidoon sadri, subbu n. subramanian",acm transactions on database systems (tods) ,2001
338,502033,an extension of the relational data model to incorporate ordered domains,wilfred ng,acm transactions on database systems (tods) ,2001
339,503100,a case for dynamic view management,"yannis kotidis, nick roussopoulos",acm transactions on database systems (tods) ,2001
340,507235,distributed query evaluation on semistructured data,dan suciu,acm transactions on database systems (tods) ,2002
341,507236,atomicity and isolation for transactional processes,"heiko schuldt, gustavo alonso, catriel beeri, hans-j&#246;rg schek",acm transactions on database systems (tods) ,2002
342,505049,editorial,richard snodgrass,acm transactions on database systems (tods) ,2001
343,505055,editorial,richard snodgrass,acm transactions on database systems (tods) ,2001
344,507340,data management issues in electronic commerce: guest editor's introduction,asuman dogac,acm sigmod record ,2002
345,507341,the design and performance evaluation of alternative xml storage strategies,"feng tian, david j. dewitt, jianjun chen, chun zhang",acm sigmod record ,2002
346,507237,a logical foundation for deductive object-oriented databases,"mengchi liu, gillian dobbie, tok wang ling",acm transactions on database systems (tods) ,2002
347,507339,data management issues in electronic commerce,asuman dogac,acm sigmod record ,2002
348,507344,an active functionality service for e-business applications,"m. cilia, a. p. buchmann",acm sigmod record ,2002
349,507345,contracting in the days of ebusiness,"w. h&#252;mmer, w. lehner, h. wedekind",acm sigmod record ,2002
350,507342,supporting global user profiles through trusted authorities,ibrahim cingil,acm sigmod record ,2002
351,507343,the n-tier hub technology,"rainer a. sommer, thomas r. gulledge, david bailey",acm sigmod record ,2002
352,375774,snowball: a prototype system for extracting relations from large text collections,"eugene agichtein, luis gravano, jeff pavel, viktoriya sokolova, aleksandr voskoboynik",international conference on management of data,2001
353,375773,"fault-tolerant, load-balancing queries in telegraph","mehul a. shah, sirish chandrasekaran",international conference on management of data,2001
354,375777,spatial data management for computer aided design,"hans-peter kriegel, andreas m&#252;ller, marco p&#246;tke, thomas seidl",international conference on management of data,2001
355,375776,pbir - perception-based image retrieval,"edward chang, kwang-ting cheng, lihyuarn l. chang",international conference on management of data,2001
356,375780,dynamic content acceleration: a caching solution to enable scalable dynamic web page generation,"anindya datta, kaushik dutta, krithi ramamritham, helen thomas, debra vandermeer",international conference on management of data,2001
357,375779,retina: a real-time traffic navigation system,"kam-yiu lam, edward chan, tei-wei kuo, s. w. ng, dick hung",international conference on management of data,2001
358,375786,dna-miner: a system prototype for mining dna sequences,"jiawei han, hasan jamil, ying lu, liangyou chen, yaqin liao, jian pei",international conference on management of data,2001
359,375783,lots o'ticks: real time high performance time series queries on billions of trades and quotes,"arthur whitney, dennis shasha",international conference on management of data,2001
360,375792,xml data management (panel session): go native or spruce up relational systems?,"per-&#197;ke larson, dana florescu, goetz graefe, guido moerkotte, hamid pirahesh, harald sch&#246;ning",international conference on management of data,2001
361,375789,dyda: data warehouse maintenance in fully concurrent environments,"jun chen, xin zhang, songting chen, andreas koeller, elke a. rundensteiner",international conference on management of data,2001
362,375798,application servers (panel session): born-again tp monitors for the web,"c. mohan, larry cable, matthieu devin, scott dietzen, pat helland, dan wolfson",international conference on management of data,2001
363,375796,will database researchers have any role in data security? (panel session),"arnon rosenthal, klaus dittrich, jim donahue, bill maimone",international conference on management of data,2001
364,375808,time series similarity measures and time series indexing (abstract only),"dimitrios gunopulos, gautam das",international conference on management of data,2001
365,375800,online query processing: a tutorial,"peter j. haas, joseph m. hellerstein",international conference on management of data,2001
366,375812,models and languages for describing and discovering e-services,"fabio casati, ming-chien shan",international conference on management of data,2001
367,375810,semantic b2b integration,christoph bussler,international conference on management of data,2001
368,375814,standard for multimedia databases,john r. smith,international conference on management of data,2001
369,377665,temporal statement modifiers,"michael h. b&#246;hlen, christian s. jensen, richard thomas snodgrass",acm transactions on database systems (tods) ,2000
370,377676,optimizing object queries using an effective calculus,"leonidas fegaras, david maier",acm transactions on database systems (tods) ,2000
371,377677,cache investment: integrating query optimization and distributed data placement,"donald kossmann, michael j. franklin, gerhard drasch, wig ag",acm transactions on database systems (tods) ,2000
372,381860,advances in real-time database systems research,azer bestavros,acm sigmod record ,1996
373,381868,"integrating temporal, real-time, an active databases","krithi ramamritham, raju sivasankaran, john a. stankovic, don t. towsley, ming xiong",acm sigmod record ,1996
374,381870,real-time index concurrency control,"jayant r. haritsa, s. seshadri",acm sigmod record ,1996
375,381873,real-time database - similarity and resource scheduling,"tei-wei kuo, aloysius k. mok",acm sigmod record ,1996
376,381876,exploiting main memory dbms features to improve real-time concurrency control protocols,"&#214;zg&#252;r ulusoy, alejandro buchmann",acm sigmod record ,1996
377,381878,enhancing external consistency in real-time transactions,"kwei-jay lin, ching-shan peng",acm sigmod record ,1996
378,381879,improving timeliness in real-time secure database systems,"sang h. son, rasikan david, bhavani thuraisingham",acm sigmod record ,1996
379,381881,deeds towards a distributed and active real-time database system,"s. f. andler, j. hansson, j. eriksson, j. mellin, m. berndtsson, b. eftring",acm sigmod record ,1996
380,381882,overview of the stanford real-time information processor (strip),"brad adelberg, ben kao, hector garcia-molina",acm sigmod record ,1996
381,381886,database research: achievements and opportunities into the 1st century,"avi silberschatz, mike stonebraker, jeff ullman",acm sigmod record ,1996
382,381889,workshop report: the first international workshop on active and real-time database systems (artdb-95),"mikael berndtsson, j&#246;rgen hansson",acm sigmod record ,1996
383,381890,integrating contents and structure in text retrieval,"ricardo baeza-yates, gonzalo navarro",acm sigmod record ,1996
384,335494,lambda-db: an odmg-based object-oriented dbms,"leonidas fegaras, chandrasekhar srinivasan, arvind rajendran, david maier",international conference on management of data,2000
385,335495,an approximate search engine for structural databases,"jason t. l. wang, xiong wang, dennis shasha, bruce a. shapiro, kaizhong zhang, qicheng ma, zasha weinberg",international conference on management of data,2000
386,335484,research issues in moving objects databases (tutorial session),ouri wolfson,international conference on management of data,2000
387,335492,self-organizing data sharing communities with sagres,"zachary ives, alon levy, jayant madhavan, rachel pottinger, stefan saroiu, igor tatarinov, shiori betzler, qiong chen, ewa jaslikowska, jing su, wai tak theodora yeung",international conference on management of data,2000
388,335480,data access (tutorial session),"jos&#233; a. blakeley, anand deshpande",international conference on management of data,2000
389,335482,ldap directory services- just another database application? (tutorial session),"shridhar shukla, anand deshpande",international conference on management of data,2000
390,335477,designing an ultra highly available dbms (tutorial session),"svein erik bratsberg, &#216;ystein torbj&#248;rnsen",international conference on management of data,2000
391,335479,"data management in ecommerce (tutorial session): the good, the bad, and the ugly",avigdor gal,international conference on management of data,2000
392,335474,application architecture (panel session): 2tier or 3tier? what is dbms's role?,anil k. nori,international conference on management of data,2000
393,335476,of xml and databases (panel session): where's the beef?,"jennifer widom, adam bosworth, bruce lindsay, michael stonebraker, dan suciu",international conference on management of data,2000
394,335471,from browsing to interacting: dbms support for responsive websites,raghu ramakrishnan,international conference on management of data,2000
395,335473,index research (panel session): forest or trees?,"joseph m. hellerstein, hans-peter kriegel, david comet, christos falsutsos, raghu ramakrishnan, paul brown",international conference on management of data,2000
396,335468,sqlem: fast clustering in sql using the em algorithm,"carlos ordonez, paul cereghini",international conference on management of data,2000
397,335469,anatomy of a real e-commerce system,anant jhingran,international conference on management of data,2000
398,335465,handling very large databases with informix extended parallel server,andreas weininger,international conference on management of data,2000
399,335466,internet traffic warehouse,"chung-min chen, munir cochinwala, claudio petrone, marc pucci, sunil samtani, patrizia santa",international conference on management of data,2000
400,336589,disima: a distributed and interoperable image database system,"vincent oria, m. tamer &#214;zsu, paul j. iglinski, shu lin, bin yao",international conference on management of data,2000
401,336587,integrating replacement policies in storm: an extensible approach,"chong leng goh, beng chin ooi, stephane bressan, kian-lee tan",international conference on management of data,2000
402,336583,spire: a progressive content-based spatial image retrieval engine,"chung-sheng li, lawrence d. bergman, yuan-chi chang, vittorio castelli, john r. smith",international conference on management of data,2000
403,336579,aqr-toolkit: an adaptive query routing middleware for distributed data intensive systems,"ling liu, calton pu, david buttler, wei han, henrique paques, wei tang",international conference on management of data,2000
404,336578,tip: a temporal extension to informix,"jun yang, huacheng c. ying, jennifer widom",international conference on management of data,2000
405,336577,a goal-driven auto-configuration tool for the distributed workflow management system mentorlite,"michael gillmann, jeanine weissenfels, german shegalov, wolfgang wonner, gerhard weikum",international conference on management of data,2000
406,336575,mocha: a database middleware system featuring automatic deployment of application-specific functionality,"manuel rodr&#237;guez-mart&#237;nez, nick roussopoulos, john m. mcgann, stephen kelley, vadim katz, zhexuan song, joseph j&#225;j&#225;",international conference on management of data,2000
407,336573,image mining in iris: integrated retinal information system,"wynne hsu, mong li lee, kheng guan goh",international conference on management of data,2000
408,336572,towards data mining benchmarking: a test bed for performance study of frequent pattern mining,"jian pei, runying mao, kan hu, hua zhu",international conference on management of data,2000
409,336570,concept based design of data warehouses: the dwq demonstrators,"m. jarke, c. quix, d. calvanese, m. lenzerini, e. franconi, s. ligoudistianos, p. vassiliadis, y. vassiliou",international conference on management of data,2000
410,336568,ajax: an extensible data cleaning tool,"helena galhardas, daniela florescu, dennis shasha, eric simon",international conference on management of data,2000
411,336564,"i3: intelligent, interactive investigation of olap data cubes","sunita sarawagi, gayatri sathe",international conference on management of data,2000
412,336562,javax.xxl: a prototype for a library of query processing algorithms,"jochen van den bercken, jens-peter dittrich, bernhard seeger",international conference on management of data,2000
413,336560,fact: a learning based web query processing system,"songting chen, yanlei diao, hongjun lu, zengping tian",international conference on management of data,2000
414,335497,homer: a model-based case tool for data-intensive web sites,"paolo merialdo, paolo atzeni, marco magnante, giansalvatore mecca, marco pecorone",international conference on management of data,2000
415,335496,serfing the web: web site management made easy,"elke a. rundensteiner, kajal t. claypool, li chen, hong su, keiji oenoki",international conference on management of data,2000
416,335430,webview materialization,"alexandros labrinidis, nick roussopoulos",international conference on management of data,2000
417,335432,niagaracq: a scalable continuous query system for internet databases,"jianjun chen, david j. dewitt, feng tian, yuan wang",international conference on management of data,2000
418,335433,the onion technique: indexing for linear optimization queries,"yuan-chi chang, lawrence bergman, vittorio castelli, chung-sheng li, ming-ling lo, john r. smith",international conference on management of data,2000
419,335434,on effective multi-dimensional indexing for strings,"h. v. jagadish, nick koudas, divesh srivastava",international conference on management of data,2000
420,335426,a data model and data structures for moving objects databases,"luca forlizzi, ralf hartmut g&#252;ting, enrico nardelli, markus schneider",international conference on management of data,2000
421,335427,indexing the positions of continuously moving objects,"simonas &#352;altenis, christian s. jensen, scott t. leutenegger, mario a. lopez",international conference on management of data,2000
422,335428,adaptive multi-stage distance join processing,"hyoseop shin, bongki moon, sukho lee",international conference on management of data,2000
423,335429,finding replicated web collections,"junghoo cho, narayanan shivakumar, hector garcia-molina",international conference on management of data,2000
424,335421,a chase too far?,"lucian popa, alin deutsch, arnaud sahuguet, val tannen",international conference on management of data,2000
425,335422,wsq/dsq: a practical approach for combined querying of databases and the web,"roy goldman, jennifer widom",international conference on management of data,2000
426,335423,a framework for expressing and combining preferences,"rakesh agrawal, edward l. wimmers",international conference on management of data,2000
427,335424,microsoft terraserver: a spatial data warehouse,"tom barclay, jim gray, don slutz",international conference on management of data,2000
428,335416,towards self-tuning data placement in parallel database systems,"mong li lee, masaru kitsuregawa, beng chin ooi, kian-lee tan, anirban mondal",international conference on management of data,2000
429,335418,lh*rs: a high-availability scalable distributed data structure using reed solomon codes,"witold litwin, thomas schwarz",international conference on management of data,2000
430,335419,efficient and extensible algorithms for multi query optimization,"prasan roy, s. seshadri, s. sudarshan, siddhesh bhobe",international conference on management of data,2000
431,335420,eddies: continuously adaptive query processing,"ron avnur, joseph m. hellerstein",international conference on management of data,2000
432,335461,dlfm: a transactional resource manager,"hui-i hsiao, inderpal narang",international conference on management of data,2000
433,335459,going beyond personalization: rule engines at work,eric kintzer,international conference on management of data,2000
434,335463,indexing images in oracle8i,"melliyal annamalai, rajiv chopra, samuel defazio, susan mavris",international conference on management of data,2000
435,335462,online index rebuild,"nagavamsi ponnekanti, hanuma kodavalla",international conference on management of data,2000
436,335454,maintenance of cube automatic summary tables,"wolfgang lehner, richard sidle, hamid pirahesh, roberta wolfgang cochrane",international conference on management of data,2000
437,335452,benchmarking queries over trees: learning the hard truth the hard way,"fanny wattez, sophie cluet, v&#233;ronique benzaken, guy ferran, christian fiegel",international conference on management of data,2000
438,335457,expressing business rules,ronald g. ross,international conference on management of data,2000
439,335455,challenges in automating declarative business rules to enable rapid business response,val huber,international conference on management of data,2000
440,335449,making b+- trees cache conscious in main memory,"jun rao, kenneth a. ross",international conference on management of data,2000
441,335448,approximating multi-dimensional aggregate range queries over real attributes,"dimitrios gunopulos, george kollios, vassilis j. tsotras, carlotta domeniconi",international conference on management of data,2000
442,335451,"counting, enumerating, and sampling of execution plans in a cost-based query optimizer","florian waas, c&#233;sar galindo-legaria",international conference on management of data,2000
443,335450,congressional samples for approximate answering of group-by queries,"swarup acharya, phillip b. gibbons, viswanath poosala",international conference on management of data,2000
444,335437,efficient algorithms for mining outliers from large data sets,"sridhar ramaswamy, rajeev rastogi, kyuseok shim",international conference on management of data,2000
445,335436,efficient and cost-effective techniques for browsing and indexing large video databases,"junghwan oh, kien a. hua",international conference on management of data,2000
446,335439,designing and mining multi-terabyte astronomy archives: the sloan digital sky survey,"alexander s. szalay, peter z. kunszt, ani thakar, jim gray, don slutz, robert j. brunner",international conference on management of data,2000
447,335438,privacy-preserving data mining,"rakesh agrawal, ramakrishnan srikant",international conference on management of data,2000
448,369278,using quantitative information for efficient association rule generation,"b. p&#244;ssas, m. carvalho, r. resende, w. meita, jr.",acm sigmod record ,2000
449,369281,object database evolution using separation of concerns,"awais rashid, peter sawyer",acm sigmod record ,2000
450,369276,report on the vldb workshop on technologies for e-services (tes),"fabio casati, umesh dayal, ming-chien shan",acm sigmod record ,2000
451,369277,research and practice in federated information systems,"w. hasselbring, w.-j. van den heuvel, g. j. houben, r.-d. kutsche, b. rieger, m. roantree, k. subieta",acm sigmod record ,2000
452,369287,moving up the food chain: supporting e-commerce applications on databases,anant jhingran,acm sigmod record ,2000
453,369289,a vision for management of complex models,"phillip a. bernstein, alon y. halevy, rachel a. pottinger",acm sigmod record ,2000
454,369282,cache invalidation scheme for mobile computing systems with real-time data,"joe chun-hung yuen, edward chan, kam-yiu lam, h. w. leung",acm sigmod record ,2000
455,369284,theory of answering queries using views,alon y. halevy,acm sigmod record ,2000
456,362138,metadata standards for data warehousing: open information model vs. common warehouse metadata,"thomas vetterli, anca vaduva, martin staudt",acm sigmod record ,2000
457,362140,comparative analysis of six xml schema languages,"dongwon lee, wesley w. chu",acm sigmod record ,2000
458,362136,constraint databases: a tutorial introduction,jan van den bussche,acm sigmod record ,2000
459,362137,the implementation and performance of compressed databases,"till westmann, donald kossmann, sven helmer, guido moerkotte",acm sigmod record ,2000
460,363955,a new approach to developing and implementing eager database replication protocols,"bettina kemme, gustavo alonso",acm transactions on database systems (tods) ,2000
461,363956,theory of dependence values,rosa meo,acm transactions on database systems (tods) ,2000
462,362142,knowledge discovery in data warehouses,themistoklis palpanas,acm sigmod record ,2000
463,363954,an algebraic approach to static analysis of active database rules,"elena baralis, jennifer widom",acm transactions on database systems (tods) ,2000
464,373709,sql and management of external data,"jim melton, jan-eike michels, vanja josifovski, krishna kulkarni, peter schwarz, kathy zeidenstein",acm sigmod record ,2001
465,373708,report on the fourth international conference on flexible query answering systems (fqas 2000),"patrick bosc, amihai motro, gabriella pasi",acm sigmod record ,2001
466,373705,xml and information retrieval: a sigir 2000 workshop,"david carmel, yoelle maarek, aya soffer",acm sigmod record ,2001
467,373699,report on xewa-00: the xml enabled wide-area searches for bioinformatics workshop,terence critchlow,acm sigmod record ,2001
468,375666,iceberg-cube computation with pc clusters,"raymond t. ng, alan wagner, yu yin",international conference on management of data,2001
469,375665,on computing correlated aggregates over continual data streams,"johannes gehrke, flip korn, divesh srivastava",international conference on management of data,2001
470,375664,efficient computation of iceberg cubes with complex measures,"jiawei han, jian pei, guozhu dong, ke wang",international conference on management of data,2001
471,373713,the clio project: managing heterogeneity,"ren&#233;e j. miller, mauricio a. hern&#225;ndez, laura m. haas, lingling yan, c. t. howard ho, ronald fagin, lucian popa",acm sigmod record ,2001
472,373678,querying multi-dimensional data indexed using the hilbert space-filling curve,"j. k. lawder, p. j. h. king",acm sigmod record ,2001
473,373638,re-designing distance functions and distance-based applications for high dimensional data,charu c. aggarwal,acm sigmod record ,2001
474,373631,eiha?!?: deploying web and wap services using xml technology,"chiara biancheri, jean-christophe pazzaglia, gavino paddeu",acm sigmod record ,2001
475,369291,new tpc benchmarks for decision support and web commerce,"meikel poess, chris floyd",acm sigmod record ,2000
476,373697,constraints for semistructured data and xml,"peter buneman, wenfei fan, j&#233;r&#244;me sim&#233;on, scott weinstein",acm sigmod record ,2001
477,373691,towards knowledge-based digital libraries,"ling feng, marfred a. jeusfeld, jeroen hoppenbrouwers",acm sigmod record ,2001
478,373684,quality of service in multimedia digital libraries,"elisa bertino, ahmed k. elmagarmid, mohand-sa&#239;d hacid",acm sigmod record ,2001
479,373680,infosphere project: system support for information flow applications,"calton pu, karsten schwan, jonathan walpole",acm sigmod record ,2001
480,344820,report on ngits'99: the fourth international workshop on next generation information technologies and systems,opher etzion,acm sigmod record ,1999
481,344822,comparative analysis of five xml query languages,"angela bonifati, stefano ceri",acm sigmod record ,2000
482,344825,design and management of data warehouses report on the dmdw'99 workshop,"stella gatziu, manfred jeusfeld, martin staudt, yannis vassiliou",acm sigmod record ,1999
483,344828,beyond document similarity: understanding value-based search and browsing technologies,"andreas paepcke, hector garcia-molina, gerard rodriguez-mula, junghoo cho",acm sigmod record ,2000
484,344839,timer-driven database triggers and alerters: semantics and a challenge,"eric n. hanson, lloyd x. noronha",acm sigmod record ,1999
485,344843,diluting acid,"tim kempster, colin stirling, peter thanisch",acm sigmod record ,1999
486,344850,"some remarks on variable independence, closure, and orthographic dimension in constraint databases",leonid libkin,acm sigmod record ,1999
487,344853,on views and xml,serge abiteboul,acm sigmod record ,1999
488,336590,the mlpq/gis constraint database system,"peter revesz, rui chen, pradip kanjamala, yiming li, yuguo liu, yonghui wang",international conference on management of data,2000
489,344789,evolution and change in data management - issues and directions,"john f. roddick, lina al-jadir, leopoldo bertossi, marlon dumas, florida estrella, heidi gregersen, kathleen hornsby, jens lufter, federica mandreoli, tomi m&#228;nnist&#246;, enric mayol, lex wedemeijer",acm sigmod record ,2000
490,344794,generating dynamic content at database-backed web servers: cgi-bin vs. mod_perl,"alexandros labrinidis, nick roussopoulos",acm sigmod record ,2000
491,344799,hierarchies and relative operators in the olap environment,"elaheh pourabbas, maurizio rafanelli",acm sigmod record ,2000
492,344803,an optimisation scheme for coalesce/valid time selection operator sequences,costas vassilakis,acm sigmod record ,2000
493,344808,incremental maintenance of recursive views using relational calculus/sql,"guozhu dong, jianwen su",acm sigmod record ,2000
494,344815,an extensible compressor for xml data,"hartmut liefke, dan suciu",acm sigmod record ,2000
495,344819,sql standardization: the next steps,"andrew eisenberg, jim melton",acm sigmod record ,2000
496,357778,emancipating instances from the tyranny of classes in information modeling,"jeffrey parsons, yair wand",acm transactions on database systems (tods) ,2000
497,357777,tracing the lineage of view data in a warehousing environment,"yingwei cui, jennifer widom, janet l. wiener",acm transactions on database systems (tods) ,2000
498,362094,report on isdo '00: the caise*00 workshop on infrastructures for dynamic business-to-business service outsourcing,"heiko ludwig, paul grefen",acm sigmod record ,2000
499,362091,workshop on performance and architecture of web servers,"krishna kant, prasant mohapatra",acm sigmod record ,2000
500,362098,provision of market services for eco compliant electronic marketplaces,"sena arpinar, asuman dogac",acm sigmod record ,2000
501,362096,report on second international workshop on advanced issues of e-commerce and web-based information systems,"kun-lung wu, philip s. yu",acm sigmod record ,2000
502,362104,generating spatiotemporal datasets on the www,"yannis theodoridis, mario a. nascimento",acm sigmod record ,2000
503,362101,spatial operators,"eliseo clementini, paolino di felice",acm sigmod record ,2000
504,344860,practical lessons in supporting large-scale computational science,"ron musick, terence critchlow",acm sigmod record ,1999
505,344857,fintime: a financial time series benchmark,"kaippallimalil j. jacob, dennis shasha",acm sigmod record ,1999
506,344869,a survey of logical models for olap databases,"panos vassiliadis, timos sellis",acm sigmod record ,1999
507,344864,sqlj  part 1: sql routines using the java programming language,"andrew eisenberg, jim melton",acm sigmod record ,1999
508,352982,iterative dynamic programming: a new class of query optimization algorithms,"donald kossmann, konrad stocker",acm transactions on database systems (tods) ,2000
509,352963,a foundation for representing and querying moving objects,"ralf hartmut g&#252;ting, michael h. b&#246;hlen, martin erwig, christian s. jensen, nikos a. lorentzos, markus schneider, michalis vazirgiannis",acm transactions on database systems (tods) ,2000
510,357776,a cost model for query processing in high dimensional data spaces,christian b&#246;hm,acm transactions on database systems (tods) ,2000
511,352983,a model for compound type changes encountered in schema evolution,barbara staudt lerner,acm transactions on database systems (tods) ,2000
512,601864,book reviews,karl aberer,acm sigmod record ,2002
513,601865,book review column,karl aberer,acm sigmod record ,2002
514,601862,clustering validity checking methods: part ii,"maria halkidi, yannis batistakis, michalis vazirgiannis",acm sigmod record ,2002
515,601863,a study on the management of semantic transaction for efficient data retrieval,"shi ming huang, irene kwan, chih he li",acm sigmod record ,2002
516,601868,database principles,leonid libkin,acm sigmod record ,2002
517,601869,automata theory for xml researchers,frank neven,acm sigmod record ,2002
518,601866,introduction to constraint databases,bart kuijpers,acm sigmod record ,2002
519,601867,foundations of statistical natural language processing,gerhard weikum,acm sigmod record ,2002
520,601872,industry perspectives,len seligman,acm sigmod record ,2002
521,601873,toward autonomic computing with db2 universal database,"sam s. lightstone, guy lohman, danny zilio",acm sigmod record ,2002
522,601870,distinguished db profiles,marianne winslett,acm sigmod record ,2002
523,601871,"hector garcia-molina speaks out: regarding startups, how life is getting harder, delta papers, cs in mexico, life as a department chair, and more",marianne winslett,acm sigmod record ,2002
524,601876,standards,jim melton,acm sigmod record ,2002
525,601877,sql/med: a status report,"jim melton, jan eike michels, vanja josifovski, krishna kulkarni, peter schwarz",acm sigmod record ,2002
526,601874,influential papers,ken ross,acm sigmod record ,2002
527,601875,reminiscences on influential papers,"kenneth a. ross, theodore johnson, richard thomas snodgrass",acm sigmod record ,2002
528,568519,top-k selection queries over relational databases: mapping strategies and performance evaluation,"nicolas bruno, surajit chaudhuri, luis gravano",acm transactions on database systems (tods) ,2002
529,565143,combining fuzzy information: an overview,ronald fagin,acm sigmod record ,2002
530,565142,database principles,leonid libkin,acm sigmod record ,2002
531,565141,sql/xml is making good progress,"andrew eisenberg, jim melton",acm sigmod record ,2002
532,581752,searching for dependencies at multiple abstraction levels,"toon calders, raymond t. ng, jef wijsen",acm transactions on database systems (tods) ,2002
533,569785,editorial directons,won kim,acm transactions on database systems (tods) ,1995
534,569784,editorial: charter and scope,won kim,acm transactions on database systems (tods) ,1995
535,568520,locally adaptive dimensionality reduction for indexing large time series databases,"kaushik chakrabarti, eamonn keogh, sharad mehrotra, michael pazzani",acm transactions on database systems (tods) ,2002
536,582412,searching in metric spaces with user-defined and approximate distances,"paolo ciaccia, marco patella",acm transactions on database systems (tods) ,2002
537,582411,understanding the global semantics of referential actions using logic rules,"wolfgang may, bertram lud&#228;scher",acm transactions on database systems (tods) ,2002
538,581754,cost models for overlapping and multiversion structures,"yufei tao, dimitris papadias, jun zhang",acm transactions on database systems (tods) ,2002
539,581753,fast incremental maintenance of approximate histograms,"phillip b. gibbons, yossi matias, viswanath poosala",acm transactions on database systems (tods) ,2002
540,601861,the cougar approach to in-network query processing in sensor networks,"yong yao, johannes gehrke",acm sigmod record ,2002
541,601860,articles,avigdor gal,acm sigmod record ,2002
542,601859,treasurer's message,joachim hammer,acm sigmod record ,2002
543,582413,silkroute: a framework for publishing relational data in xml,"mary fern&#225;ndez, yana kadiyska, dan suciu, atsuyuki morishima, wang-chiew tan",acm transactions on database systems (tods) ,2002
