,id,title,authors,venue,year
371,journals/sigmod/BarbaraS97,quasi-cubes: exploiting approximations in multidimensional databases,"daniel barbará, mark sullivan",sigmod record,1997
372,journals/sigmod/GruenwaldBDGSSV99,database research at the university of oklahoma,"sirirut vanichayobon, leonard brown, ravi a. dirckze, sylvain guinepain, carlos sánchez, le gruenwald, brian summers",sigmod record,1999
373,conf/vldb/SubietaKL95,procedures in object-oriented query languages,"kazimierz subieta, jacek leszczylowski, yahiko kambayashi",vldb,1995
374,journals/sigmod/Baeza-YatesN96,integrating contents and structure in text retrieval,"gonzalo navarro, ricardo a. baeza-yates",sigmod record,1996
375,conf/sigmod/Hellerstein94,practical predicate placement,joseph m. hellerstein,sigmod conference,1994
376,journals/vldb/ChenHY97,on applying hash filters to improving the execution of multi-join queries,"philip s. yu, ming-syan chen, hui-i hsiao",vldb j.,1997
377,conf/sigmod/RundensteinerKRCJM96,the multiview project: object-oriented view technology and applications,"young-gook ra, viviane crestana-taube, matthew c. jones, elke a. rundensteiner, pedro josé marrón, harumi a. kuno",sigmod conference,1996
378,journals/vldb/FungKL03,cost-driven vertical class partitioning for methods in object oriented databases,"qing li, chi-wai fung, kamalakar karlapalem",vldb j.,2003
379,conf/sigmod/JagadishLMSV99,querying network directories,"dimitra vista, h. v. jagadish, divesh srivastava, tova milo, laks v. s. lakshmanan",sigmod conference,1999
380,conf/vldb/ArunJ98,koda - the architecture and interface of a data model independent kernel,"gopalan arun, ashok joshi",vldb,1998
381,conf/sigmod/CatarciS01,the prototype of the dare system,"tiziana catarci, giuseppe santucci",sigmod conference,2001
382,conf/sigmod/Aggarwal03,a framework for change diagnosis of data streams,charu c. aggarwal,sigmod conference,2003
383,conf/vldb/WangC03,avoiding ordering and grouping in query processing,"xiaoyu wang, mitch cherniack",vldb,2003
384,conf/sigmod/ZaianeHLCC98,multimediaminer: a system prototype for multimedia data mining,"jenny chiang, ze-nian li, osmar r. zaïane, sonny h. chee, jiawei han",sigmod conference,1998
385,conf/sigmod/Wu99,query optimization for selections using bitmaps,ming-chuan wu,sigmod conference,1999
386,journals/sigmod/Aberer02,book review column,karl aberer,sigmod record,2002
387,journals/sigmod/RossFS02,reminiscences on influential papers,"kenneth a. ross, kyuseok shim, mary f. fernandez",sigmod record,2002
388,conf/vldb/KonopnickiS95,w3qs: a query system for the world-wide web,"david konopnicki, oded shmueli",vldb,1995
389,journals/sigmod/WinslettMY03,two-body job searches,"marianne winslett, xiaosong ma, ting yu",sigmod record,2003
390,conf/sigmod/DraperHW01,the nimble integration engine,"daniel s. weld, alon y. halevy, denise draper",sigmod conference,2001
391,conf/vldb/BouganimFV96,dynamic load balancing in hierarchical parallel database systems,"luc bouganim, daniela florescu, patrick valduriez",vldb,1996
392,journals/sigmod/Roussopoulos98,materialized views and data warehouses,nick roussopoulos,sigmod record,1998
393,conf/sigmod/JagatheesanR03,data grid management systems,"arun jagatheesan, arcot rajasekar",sigmod conference,2003
394,journals/sigmod/SouzaS99,efficient materialization and use of views in data warehouses,"márcio farias de souza, marcus costa sampaio",sigmod record,1999
395,conf/vldb/Novaretti01,french government activity in the conservation of data and electronic documents,serge novaretti,vldb,2001
396,conf/vldb/HelalL00,rainbow: distributed database system for classroom education and experimental research,"abdelsalam helal, hua li",vldb,2000
397,conf/vldb/Amer-YahiaCD98,bulk-loading techniques for object databases and an application to relational data,"claude delobel, sophie cluet, sihem amer-yahia",vldb,1998
398,conf/vldb/ZengBNN01,agflow: agent-based cross-enterprise workflow management system,"boualem benatallah, anne h. h. ngu, phuong nguyen, liangzhao zeng",vldb,2001
399,journals/sigmod/Kemper02,databases and transaction processing: an application-oriented approach - book review,alfons kemper,sigmod record,2002
400,journals/vldb/RahmB01,a survey of approaches to automatic schema matching,"philip a. bernstein, erhard rahm",vldb j.,2001
401,conf/sigmod/ZuzartePMCLW03,winmagic : subquery elimination using window aggregation,"qi cheng, hamid pirahesh, linqi liu, kwai wong, wenbin ma, calisto zuzarte",sigmod conference,2003
402,conf/vldb/Objectivity98,objectivity industrial exhibit,objectivity,vldb,1998
403,journals/sigmod/RafanelliBT96,the aggregate data problem: a system for their definition and management,"leonardo tininini, antonia bezenchek, maurizio rafanelli",sigmod record,1996
404,conf/sigmod/SagonasSW94a,xsb as a deductive database,"terrance swift, konstantinos f. sagonas, david scott warren",sigmod conference,1994
405,journals/sigmod/Stirling03,information rules,dale a. stirling,sigmod record,2003
406,conf/sigmod/TheobaldW02,the xxl search engine: ranked retrieval of xml data using indexes and ontologies,"anja theobald, gerhard weikum",sigmod conference,2002
407,journals/sigmod/DiazJPa94,supporting dynamic displays using active rules,"oscar díaz, arturo jaime, ghassan al-qaimari, norman w. paton",sigmod record,1994
408,journals/sigmod/MusickM98,report on the second ieee metadata conference (metadata '97),"chris miller, ron musick",sigmod record,1998
409,conf/vldb/LeeL99,unrolling cycles to decide trigger termination,"tok wang ling, sin yeung lee",vldb,1999
410,conf/vldb/ChangG97,effective memory use in a media server,"edward y. chang, hector garcia-molina",vldb,1997
411,conf/sigmod/BohrerBBCFHKKMNRRSUUW97,infosleuth: semantic integration of information in open and dynamic environments (experience paper),"gale martin, ray shea, tomasz ksiezyk, roberto j. bayardo jr., marian h. nodine, william bohrer, vipul kashyap, c. unnikrishnan, richard s. brice, mosfeq rashid, amy unruh, abdelsalam helal, andrzej cichocki, marek rusinkiewicz, darrell woelk, jerry fowler",sigmod conference,1997
412,conf/sigmod/Team95b,shore: combining the best features of oodbms and file systems,shore team,sigmod conference,1995
413,conf/vldb/IoannidisLGP96,zoo : a desktop experiment management environment,"miron livny, yannis e. ioannidis, nagavamsi ponnekanti, shivani gupta",vldb,1996
414,journals/sigmod/PitouraB95,a framework for providing consistent and recoverable agent-based access to heterogeneous in mobile databases,"bharat k. bhargava, evaggelia pitoura",sigmod record,1995
415,conf/vldb/HaasNSS95,sampling-based estimation of the number of distinct values of an attribute,"peter j. haas, lynne stokes, s. seshadri, jeffrey f. naughton",vldb,1995
416,journals/sigmod/Franklin98a,editor's notes,michael j. franklin,sigmod record,1998
417,conf/vldb/CowleyP00,temporal integrity constraints with indeterminacy,"wes cowley, dimitris plexousakis",vldb,2000
418,conf/sigmod/BuchmannDZH95,the reach active oodbms,"alin deutsch, jürgen zimmermann, m. higa, alejandro p. buchmann",sigmod conference,1995
419,conf/vldb/BamfordBKM98,architecture of oracle parallel server,"d. butler, boris klots, roger bamford, n. macnaughton",vldb,1998
420,conf/vldb/Mohan96,dwms: data warehouse management system,narendra mohan,vldb,1996
421,journals/sigmod/GalianoM03,"review of data on the web: from relational to semistructured data and xml by serge abiteboul, peter buneman, and dan suciu. morgan kaufmann 1999","fernando berzal galiano, nicolás marín",sigmod record,2003
422,conf/vldb/IpeirotisG02,distributed search over the hidden web: hierarchical database sampling and selection,"luis gravano, panagiotis g. ipeirotis",vldb,2002
423,conf/sigmod/LamCKNH01,retina: a real-time traffic navigation system,"edward chan, tei-wei kuo, s. w. ng, dick hung, kam-yiu lam",sigmod conference,2001
424,conf/sigmod/BrinMS97,beyond market baskets: generalizing association rules to correlations,"rajeev motwani, sergey brin, craig silverstein",sigmod conference,1997
425,journals/vldb/FerrariAABC02,an authorization system for digital libraries,"ugo capuozzo, elena ferrari, vijayalakshmi atluri, elisa bertino, nabil r. adam",vldb j.,2002
426,conf/vldb/DavisonG94,memory-contention responsive hash joins,"goetz graefe, diane l. davison",vldb,1994
427,journals/sigmod/Chang03,a graphical query language for mobile information systems,ya-hui chang,sigmod record,2003
428,conf/sigmod/BertinoCF01,securing xml documents: the author-x project demonstration,"elisa bertino, elena ferrari, silvana castano",sigmod conference,2001
429,conf/vldb/BernsteinHJRW00,panel: is generic metadata management feasible?,"gio wiederhold, erhard rahm, matthias jarke, laura m. haas, philip a. bernstein",vldb,2000
430,conf/vldb/EvangelidisLS95,"the hbp-tree: a modified hb-tree supporting concurrency, recovery and node consolidation","georgios evangelidis, betty salzberg, david b. lomet",vldb,1995
431,journals/vldb/ChakrabartiDAR98,"scalable feature selection, classification and signature generation for organizing large text databases into hierarchical topic taxonomies","prabhakar raghavan, byron dom, rakesh agrawal, soumen chakrabarti",vldb j.,1998
432,conf/sigmod/KabraD98,efficient mid-query re-optimization of sub-optimal query execution plans,"david j. dewitt, navin kabra",sigmod conference,1998
433,journals/sigmod/CruzKLSWY02,research activities in database management and information retrieval at the university of illinois at chicago,"a. prasad sistla, isabel f. cruz, ashfaq a. khokhar, clement t. yu, bing liu, ouri wolfson",sigmod record,2002
434,conf/sigmod/YangWYH02,mining long sequential patterns in a noisy environment,"wei wang, philip s. yu, jiong yang, jiawei han",sigmod conference,2002
435,conf/vldb/JagadishLS99,what can hierarchies do for data warehouses?,"laks v. s. lakshmanan, h. v. jagadish, divesh srivastava",vldb,1999
436,conf/vldb/BohannonLRSSS97,logical and physical versioning in main memory databases,"s. seshadri, rajeev rastogi, abraham silberschatz, philip bohannon, dennis w. leinbaugh, s. sudarshan",vldb,1997
437,conf/sigmod/LometW98,efficient and transparent application recovery in client-server information systems,"david b. lomet, gerhard weikum",sigmod conference,1998
438,conf/sigmod/ChaudhuriG96,optimizing queries over multimedia repositories,"luis gravano, surajit chaudhuri",sigmod conference,1996
439,journals/sigmod/MaelbranckeO95,optimizing jan jannink's implementation of b+-tree deletion,"h. olivie, r. maelbrancke",sigmod record,1995
440,conf/sigmod/BouguettayaBH99,"world wide database - integrating the web, corba, and databases","kevin smith, athman bouguettaya, mourad ouzzani, james beard, lily hendra, boualem benatallah",sigmod conference,1999
441,conf/vldb/LingLL00,hierarchical compact cube for range-max queries,"hua-gang li, sin yeung lee, tok wang ling",vldb,2000
442,conf/sigmod/ChoSG00,finding replicated web collections,"narayanan shivakumar, junghoo cho, hector garcia-molina",sigmod conference,2000
443,conf/sigmod/ChawatheRGW96,change detection in hierarchically structured information,"jennifer widom, sudarshan s. chawathe, hector garcia-molina, anand rajaraman",sigmod conference,1996
444,conf/sigmod/CruzALRZ97,delaunay: a database visualization system,"kirby zhang, isabel f. cruz, michael averbuch, wendy t. lucas, melissa radzyminski",sigmod conference,1997
445,journals/tods/StolboushkinT98,safe stratified datalog with integer order does not have syntax,"alexei p. stolboushkin, michael a. taitslin",acm trans. database syst.,1998
446,journals/sigmod/Huyn01,data analysis and mining in the life sciences,nam huyn,sigmod record,2001
447,journals/sigmod/Franklin98b,editor's notes,michael j. franklin,sigmod record,1998
448,journals/sigmod/LacroixB03,report on the first international workshop an efficient web-based information systems,"omar boucelma, zoé lacroix",sigmod record,2003
449,journals/vldb/Baumann94,management of multidimensional discrete data,peter baumann,vldb j.,1994
450,journals/sigmod/Bussche00,constraint databases: a tutorial introduction,jan van den bussche,sigmod record,2000
451,journals/sigmod/X94b,calls for papers / announcements,?,sigmod record,1994
452,journals/sigmod/Aberer03a,"report on the first international conference on ontologies, databases and applications of semantics",karl aberer,sigmod record,2003
453,journals/sigmod/Naughton00,sigmod'2000 program chair's message,jeffrey f. naughton,sigmod record,2000
454,conf/sigmod/2003,"proceedings of the 2003 acm sigmod international conference on management of data, san diego, california, usa, june 9-12, 2003",?,sigmod conference,2003
455,journals/sigmod/JensenCEGHJ94,a consensus glossary of temporal database concepts,"shashi k. gadia, christian s. jensen, patrick j. hayes, ramez elmasri, sushil jajodia, james clifford",sigmod record,1994
456,conf/vldb/HuangJR97,spatial joins using r-trees: breadth-first traversal with global optimizations,"ning jing, yun-wu huang, elke a. rundensteiner",vldb,1997
457,conf/sigmod/Toyama98,supersql: an extended sql for database publishing and presentation,motomichi toyama,sigmod conference,1998
458,journals/vldb/VerykiosME03,a bayesian decision model for cost optimal record matching,"george v. moustakides, vassilios s. verykios, mohamed g. elfeky",vldb j.,2003
459,conf/vldb/GoyalHSS95,index concurrency control in firm real-time database systems,"brajesh goyal, s. seshadri, v. srinivasan, jayant r. haritsa",vldb,1995
460,journals/tods/BohlenJS00,temporal statement modifiers,"richard t. snodgrass, christian s. jensen, michael h. böhlen",acm trans. database syst.,2000
461,journals/sigmod/Hanson99,statement from the treasurer,eric n. hanson,sigmod record,1999
462,conf/sigmod/GoldsteinL01,"optimizing queries using materialized views: a practical, scalable solution","per-åke larson, jonathan goldstein",sigmod conference,2001
463,conf/sigmod/BaruGLMPVC99,xml-based information mediation with mix,"yannis papakonstantinou, richard marciano, chaitanya k. baru, pavel velikhov, vincent chu, amarnath gupta, bertram ludäscher",sigmod conference,1999
464,conf/vldb/Keogh02,exact indexing of dynamic time warping,eamonn j. keogh,vldb,2002
465,conf/vldb/SchieferKBLF98,ibm's db2 universal database demonstrations at vldb'98,"k. bernhard schiefer, karen brannon, guy m. lohman, gene fuh, jim kleewein",vldb,1998
466,journals/tods/Bohm00,a cost model for query processing in high dimensional data spaces,christian böhm,acm trans. database syst.,2000
467,journals/vldb/Navarro02,searching in metric spaces by spatial approximation,gonzalo navarro,vldb j.,2002
468,conf/sigmod/BabcockBDM03,chain : operator scheduling for memory minimization in data stream systems,"brian babcock, shivnath babu, rajeev motwani, mayur datar",sigmod conference,2003
469,conf/sigmod/ShklarSKT95,infoharness: a system for search and retrieval of heterogeneous information,"amit p. sheth, vipul kashyap, satish thatte, leon a. shklar",sigmod conference,1995
470,conf/vldb/BaulierBKS98,a database system for real-time event aggregation in telecommunication,"henry f. korth, jerry baulier, abraham silberschatz, stephen blott",vldb,1998
471,journals/vldb/Halevy02,guest editorial,alon y. halevy,vldb j.,2002
472,journals/sigmod/SnodgrassGIMSU98,reminiscences on influential papers,"hector garcia-molina, patricia g. selinger, tomasz imielinski, david maier, jeffrey d. ullman, richard t. snodgrass",sigmod record,1998
473,conf/sigmod/JarkeQBLMS99,improving oltp data quality using data warehouse mechanisms,"matthias jarke, dirk lehmann, gunter michalk, guido blees, stefan striel, christoph quix",sigmod conference,1999
474,conf/vldb/RohmBSS02,fas - a freshness-sensitive coordination middleware for a cluster of olap components,"uwe röhm, klemens böhm, hans-jörg schek, heiko schuldt",vldb,2002
475,journals/sigmod/BoucelmaCGJLL02,report on the edbt'02 panel on scientific data integration,"carole a. goble, omar boucelma, silvana castano, vanja josifovski, zoé lacroix, bertram ludäscher",sigmod record,2002
476,conf/vldb/OzsoyogluAAOUO02,sideway value algebra for object-relational databases,"z. meral özsoyoglu, gultekin özsoyoglu, abdullah al-hamdani, özgür ulusoy, selma ayse özel, ismail sengör altingövde",vldb,2002
477,journals/sigmod/Cruz00,sigmod digital symposium collection (disc) editor's message,isabel f. cruz,sigmod record,2000
478,conf/sigmod/KriegelBKPS03,using sets of feature vectors for similarity search on voxelized cad objects,"martin pfeifle, hans-peter kriegel, stefan brecheisen, peer kröger, matthias schubert",sigmod conference,2003
479,journals/vldb/TsatalosSI96,the gmap: a versatile tool for physical data independence,"yannis e. ioannidis, marvin h. solomon, odysseas g. tsatalos",vldb j.,1996
480,conf/vldb/GhoshPSH02,plan selection based on query clustering,"antara ghosh, vibhuti s. sengar, jayant r. haritsa, jignashu parikh",vldb,2002
481,journals/sigmod/HanBP01,wrapping web data into xml,"david buttler, wei han, calton pu",sigmod record,2001
482,journals/vldb/GrefenVA01,global transaction support for workflow management systems: from formal specification to practical implementation,"paul w. p. j. grefen, peter m. g. apers, jochem vonk",vldb j.,2001
483,conf/vldb/Orenstein98,starting (and sometimes ending) a database company,jack a. orenstein,vldb,1998
484,conf/sigmod/AnkerstBKS99,optics: ordering points to identify the clustering structure,"jörg sander, hans-peter kriegel, markus m. breunig, mihael ankerst",sigmod conference,1999
485,journals/tods/CasatiCPP99,specification and implementation of exceptions in workflow management systems,"stefano paraboschi, stefano ceri, fabio casati, giuseppe pozzi",acm trans. database syst.,1999
486,journals/sigmod/Eisenberg96,new standard for stored procedures in sql,andrew eisenberg,sigmod record,1996
487,conf/vldb/FlorescuLSY99,optimization of run-time management of data intensive web-sites,"khaled yagoub, dan suciu, alon y. levy, daniela florescu",vldb,1999
488,conf/sigmod/AbiteboulBCMM03,dynamic xml documents with distribution and replication,"ioana manolescu, serge abiteboul, tova milo, angela bonifati, gregory cobena",sigmod conference,2003
489,conf/sigmod/TsueiPK97,database buffer size investigation for oltp workloads (experience paper),"thin-fong tsuei, allan packer, keng-tai ko",sigmod conference,1997
490,journals/sigmod/SnodgrassACFLLORRSV99,reminiscences on influential papers,"patrick valduriez, serge abiteboul, sophie cluet, kenneth a. ross, raghu ramakrishnan, guy m. lohman, david b. lomet, richard t. snodgrass, gultekin özsoyoglu, michael j. franklin, timos k. sellis",sigmod record,1999
491,conf/sigmod/MankuRL99,random sampling techniques for space efficient online computation of order statistics of large datasets,"sridhar rajagopalan, bruce g. lindsay, gurmeet singh manku",sigmod conference,1999
492,journals/vldb/Ozsu03,new partnership with acm and update on the journal,m. tamer özsu,vldb j.,2003
493,conf/sigmod/BressanGOT00,integrating replacement policies in storm: an extensible approach,"stéphane bressan, kian-lee tan, beng chin ooi, chong leng goh",sigmod conference,2000
494,conf/sigmod/Ivinskis95,high availability of commercial applications,kestutis ivinskis,sigmod conference,1995
495,conf/vldb/RamakrishnanR96,modeling design versions,"d. janaki ram, r. ramakrishnan",vldb,1996
496,conf/sigmod/BerchtoldK98,"high-dimensional index structures, database support for next decade's applications (tutorial)","daniel a. keim, stefan berchtold",sigmod conference,1998
497,conf/sigmod/ChoALS03,lockx: a system for efficiently querying secure xml,"sungran cho, laks v. s. lakshmanan, divesh srivastava, sihem amer-yahia",sigmod conference,2003
498,journals/sigmod/Winslett02a,david dewitt speaks out,marianne winslett,sigmod record,2002
499,conf/sigmod/AndersonAF98,oracle rdb's record caching model,"richard frank, gopalan arun, richard anderson",sigmod conference,1998
500,conf/sigmod/Agarwal96,a super scalar sort algorithm for risc processors,ramesh c. agarwal,sigmod conference,1996
501,journals/tods/GraefeC95,fast algorithms for universal quantification in large databases,"goetz graefe, richard l. cole",acm trans. database syst.,1995
502,journals/sigmod/Snodgrass99a,chair's message,richard t. snodgrass,sigmod record,1999
503,conf/vldb/TsurAADKW01,are web services the next revolution in e-commerce? (panel),"umeshwar dayal, gerhard weikum, rakesh agrawal, johannes klein, shalom tsur, serge abiteboul",vldb,2001
504,conf/vldb/LuL00,decision tables: scalable classification exploring rdbms capabilities,"hongyan liu, hongjun lu",vldb,2000
505,conf/sigmod/RaoR98,reusing invariants: a new strategy for correlated queries,"jun rao, kenneth a. ross",sigmod conference,1998
506,conf/vldb/CarusoCGLM00,telcordia's database reconciliation and data quality analysis tool,"munir cochinwala, francesco caruso, paolo missier, uma ganapathy, gail lalk",vldb,2000
507,conf/vldb/ChatziantoniouR97,groupwise processing of relational queries,"kenneth a. ross, damianos chatziantoniou",vldb,1997
508,journals/vldb/FiebigHKMNSW02,anatomy of a native xml base management system,"thorsten fiebig, till westmann, robert schiele, guido moerkotte, carl-christian kanne, julia neumann, sven helmer",vldb j.,2002
509,conf/sigmod/LiuPBHPT00,aqr-toolkit: an adaptive query routing middleware for distributed data intensive systems,"henrique paques, wei tang, calton pu, wei han, ling liu, david buttler",sigmod conference,2000
510,journals/vldb/BraumandlKKKKSS01,objectglobe: ubiquitous query processing on the internet,"stefan seltzsam, donald kossmann, markus keidl, reinhard braumandl, alexander kreutz, konrad stocker, alfons kemper",vldb j.,2001
511,journals/sigmod/PaepckeGRC00,beyond document similarity: understanding value-based search and browsing technologies,"gerard rodríguez-mulà, andreas paepcke, junghoo cho, hector garcia-molina",sigmod record,2000
512,conf/sigmod/WodtkeWWDM97,the mentor workbench for enterprise-wide workflow management,"jeanine weißenfels, dirk wodtke, angelika kotz dittrich, gerhard weikum, peter muth",sigmod conference,1997
513,conf/sigmod/GravanoGT94,the effectiveness of gloss for the text database discovery problem,"luis gravano, anthony tomasic, hector garcia-molina",sigmod conference,1994
514,conf/vldb/Shaw98,technology and the future of commerce and finance (abstract),david elliot shaw,vldb,1998
515,conf/vldb/FlorescuKLP97,using probabilistic information in data integration,"alon y. levy, daniela florescu, daphne koller",vldb,1997
516,conf/sigmod/ChaudhuriGN02,compressing sql workloads,"surajit chaudhuri, ashish kumar gupta, vivek r. narasayya",sigmod conference,2002
517,conf/vldb/KraftSRM03,coarse-grained optimization: techniques for rewriting sql statement sequences,"bernhard mitschang, tobias kraft, holger schwarz, ralf rantzau",vldb,2003
518,journals/vldb/KraissW98,integrated document caching and prefetching in storage hierarchies based on markov-chain predictions,"achim kraiss, gerhard weikum",vldb j.,1998
519,journals/sigmod/Konig-RiesMMPPRSVW02,report on the nsf workshop on building an infrastructure for mobile and wireless systems,"ouri wolfson, s. a. m. makki, kia makki, charles e. perkins, birgitta könig-ries, peter l. reiher, niki pissinou, peter scheuermann, jari veijalainen",sigmod record,2002
520,conf/sigmod/Stonebraker98,are we working on the right problems? (panel),michael stonebraker,sigmod conference,1998
521,conf/vldb/X00,"ordering information, conference organizers, program committees, additional reviewers, additional demonstrations reviewers, sponsors, vldb endowment, preface, foreword",?,vldb,2000
522,journals/tods/MayL02,understanding the global semantics of referential actions using logic rules,"wolfgang may, bertram ludäscher",acm trans. database syst.,2002
523,journals/sigmod/Liu02c,editor's notes,ling liu,sigmod record,2002
524,journals/vldb/MuthOPW00,the lham log-structured history data access method,"gerhard weikum, patrick e. o'neil, peter muth, achim pick",vldb j.,2000
525,journals/vldb/OzsuPSILM95,tigukat: a uniform behavioral objectbase management system,"randal j. peters, m. tamer özsu, boman irani, adriana muñoz, anna lipka, duane szafron",vldb j.,1995
526,conf/sigmod/ChangBCLLS00,the onion technique: indexing for linear optimization queries,"chung-sheng li, vittorio castelli, lawrence d. bergman, john r. smith, yuan-chi chang, ming-ling lo",sigmod conference,2000
527,conf/sigmod/NatsevRS99,walrus: a similarity retrieval algorithm for image databases,"rajeev rastogi, kyuseok shim, apostol natsev",sigmod conference,1999
528,conf/sigmod/Ullman03,improving the efficiency of database-system teaching,jeffrey d. ullman,sigmod conference,2003
529,journals/sigmod/FengJH01,towards knowledge-based digital libraries,"manfred a. jeusfeld, ling feng, jeroen hoppenbrouwers",sigmod record,2001
530,conf/sigmod/Galindo-Legaria94,outerjoins as disjunctions,césar a. galindo-legaria,sigmod conference,1994
531,conf/vldb/Dyreson96,information retrieval from an incomplete data cube,curtis e. dyreson,vldb,1996
532,conf/vldb/DagevilleZ02,sql memory management in oracle9i,"mohamed zaït, benoît dageville",vldb,2002
533,conf/vldb/ZhangL98,buffering and read-ahead strategies for external mergesort,"per-åke larson, weiye zhang",vldb,1998
534,conf/sigmod/ChaudhuriMN98,random sampling for histogram construction: how much is enough?,"vivek r. narasayya, rajeev motwani, surajit chaudhuri",sigmod conference,1998
535,journals/vldb/PapadiasS94,qualitative representation of spatial knowledge in two-dimensional space,"dimitris papadias, timos k. sellis",vldb j.,1994
536,conf/sigmod/GuptaLM03,birn-m: a semantic mediator for solving real-world neuroscience problems,"bertram ludäscher, maryann e. martone, amarnath gupta",sigmod conference,2003
537,conf/vldb/DattaDTVRF01,a comparative study of alternative middle tier caching solutions to support dynamic web content acceleration,"anindya datta, kaushik dutta, helen m. thomas, debra e. vandermeer, krithi ramamritham, dan fishman",vldb,2001
538,conf/vldb/MeoPC96,a new sql-like operator for mining association rules,"giuseppe psaila, stefano ceri, rosa meo",vldb,1996
539,conf/sigmod/Mohan02,tutorial: application servers and associated technologies,c. mohan,sigmod conference,2002
540,conf/vldb/BettiniJWW02,provisions and obligations in policy management and security applications,"xiaoyang sean wang, duminda wijesekera, claudio bettini, sushil jajodia",vldb,2002
541,journals/sigmod/ShahMFH01,java support for data-intensive systems: experiences building the telegraph dataflow system,"michael j. franklin, samuel madden, joseph m. hellerstein, mehul a. shah",sigmod record,2001
542,conf/vldb/ClaussenKMP97,optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte, jens claußen, klaus peithner, alfons kemper",vldb,1997
543,conf/sigmod/ChanI99,an efficient bitmap encoding scheme for selection queries,"chee yong chan, yannis e. ioannidis",sigmod conference,1999
544,journals/sigmod/DarwenD95,the third manifesto,"c. j. date, hugh darwen",sigmod record,1995
545,journals/vldb/MehtaD97,data placement in shared-nothing parallel database systems,"manish mehta, david j. dewitt",vldb j.,1997
546,journals/sigmod/BilirisP96,the bess object storage manager: architecture overview,"alexandros biliris, euthimios panagos",sigmod record,1996
547,journals/sigmod/DemersGRTY03,the cougar project: a work-in-progress report,"agathoniki trigoni, rajmohan rajaraman, alan j. demers, yong yao, johannes gehrke",sigmod record,2003
548,conf/vldb/LudasaherGM00,model-based information integration in a neuroscience mediator system,"bertram ludäscher, amarnath gupta, maryann e. martone",vldb,2000
549,conf/sigmod/GreenwaldK01,space-efficient online computation of quantile summaries,"sanjeev khanna, michael greenwald",sigmod conference,2001
550,conf/vldb/BouganimNPW03,chip-secured data access: reconciling access rights with data encryption,"philippe pucheral, lilan wu, luc bouganim, françois dang ngoc",vldb,2003
551,conf/sigmod/RamakrishnanD98,the pointcast network,"vibha dayal, satish ramakrishnan",sigmod conference,1998
552,conf/sigmod/Norrie95,integration approaches for cim,moira c. norrie,sigmod conference,1995
553,journals/sigmod/Hellerstein03,toward network data independence,joseph m. hellerstein,sigmod record,2003
554,conf/sigmod/LiuPTBBZBHY98,cq: a personalized update monitoring toolkit,"david buttler, tong zhou, ling liu, paul benninghoff, wei han, calton pu, fenghua yu, wei tang, john biggs",sigmod conference,1998
555,conf/sigmod/GraySSU03,the lowell report,"hans-jörg schek, michael stonebraker, jim gray, jeffrey d. ullman",sigmod conference,2003
556,conf/sigmod/MaddenH02,distributing queries over low-power wireless sensor networks,"samuel madden, joseph m. hellerstein",sigmod conference,2002
557,conf/sigmod/CorralMTV00,closest pair queries in spatial databases,"yannis theodoridis, yannis manolopoulos, antonio corral, michael vassilakopoulos",sigmod conference,2000
558,journals/sigmod/BrunieK96,control strategies for complex relational query processing in shared nothing systems,"lionel brunie, harald kosch",sigmod record,1996
559,conf/vldb/ConradGJM02,database selection using actual physical and acquired logical collection resources in a massive domain-specific operational environment,"xi s. guo, jack g. conrad, peter jackson, monem meziou",vldb,2002
560,conf/vldb/MadhavanBR01,generic schema matching with cupid,"philip a. bernstein, erhard rahm, jayant madhavan",vldb,2001
561,conf/sigmod/BunemanDHS96,a query language and optimization techniques for unstructured data,"gerd g. hillebrand, peter buneman, susan b. davidson, dan suciu",sigmod conference,1996
562,conf/sigmod/BilirisFOP96,bess: storage support for interactive visualization systems,"william o'connell, thomas a. funkhouser, alexandros biliris, euthimios panagos",sigmod conference,1996
563,journals/tods/FegarasM00,optimizing object queries using an effective calculus,"leonidas fegaras, david maier",acm trans. database syst.,2000
564,journals/sigmod/MeltonE02,an early look at xquery,"andrew eisenberg, jim melton",sigmod record,2002
565,conf/vldb/PellenkoftLK97,the complexity of transformation-based join enumeration,"césar a. galindo-legaria, martin l. kersten, arjan pellenkoft",vldb,1997
566,conf/vldb/SantiniG02,gembase: a geometric mediator for brain analysis with surface ensembles,"amarnath gupta, simone santini",vldb,2002
567,conf/vldb/BunemanDHOW95,a data transformation system for biological data sources,"susan b. davidson, limsoon wong, kyle hart, peter buneman, g. christian overton",vldb,1995
568,conf/vldb/GionisIM99,similarity search in high dimensions via hashing,"rajeev motwani, aristides gionis, piotr indyk",vldb,1999
569,journals/tods/TariSS97,object normal forms and dependency constraints for object-oriented schemata,"zahir tari, stefano spaccapietra, john stokes",acm trans. database syst.,1997
570,conf/vldb/LiPHCAAT03,cacheportal ii: acceleration of very large scale data center-hosted database-driven web applications,"wang-pin hsiung, kunihiro taniguchi, yusuf akca, oliver po, wen-syan li, divyakant agrawal, k. selçuk candan",vldb,2003
571,conf/vldb/ParkMC02,structural function inlining technique for structurally recursive xml queries,"jun-ki min, chin-wan chung, chang-won park",vldb,2002
572,conf/vldb/OlstonW00,offering a precision-performance tradeoff for aggregation queries over replicated data,"jennifer widom, chris olston",vldb,2000
